,class,firstutterance,noun,nounGerman,nounclass,predicate,predicateGerman,response,slide_number,language,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,asses
7,age,ist ,desk,Schreibtisch,furniture,rotten,faul,0.51,10,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
8,quality,ist ,desk,Schreibtisch,furniture,good,gut,0.77,11,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
9,size,ist ,couch,Couch,furniture,big,gro&szlig;,0.81,12,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
10,nationality,ist ,banana,Banane,food,German,deutsch,0.15,13,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
11,quality,ist nicht,couch,Couch,furniture,bad,schlecht,0.79,14,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
12,size,ist nicht,cheese,K&auml;se,food,short,kurz,0.74,15,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
13,age,ist ,apple,Apfel,food,new,neu,0.08,16,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
14,age,ist ,desk,Schreibtisch,furniture,old,alt,0.11,17,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
15,color,ist ,apple,Apfel,food,blue,blau,0.07,18,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
16,color,ist ,TV,Fernsehen,furniture,yellow,gelb,0.07,19,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
17,color,ist nicht,carrot,Karotte,food,brown,braun,0.08,20,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
18,nationality,ist ,carrot,Karotte,food,French,franz&ouml;sisch,0.1,21,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
19,texture,ist ,fan,Ventilator,furniture,smooth,glatt,0.49,22,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
20,texture,ist nicht,chair,Stuhl,furniture,hard,hart,0.28,23,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
21,shape,ist nicht,carrot,Karotte,food,round,rund,0.64,24,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
22,nationality,ist nicht,TV,Fernsehen,furniture,American,americanisch,0.08,25,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
23,age,ist nicht,apple,Apfel,food,fresh,frisch,0.18,26,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
24,shape,ist ,desk,Schreibtisch,furniture,square,quadratisch,0.02,27,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
25,color,ist nicht,TV,Fernsehen,furniture,green,gr&uuml;n,0.12,28,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
